pack,mode,tag
quality_pack_negative_one_shot,_,username
quality_pack_negative_one_shot,_,signature
quality_pack_negative_one_shot,_,extra digits
quality_pack_negative,ultra_clean,jpeg artifacts
quality_pack_negative,ultra_clean,macroblocking
quality_pack_negative,ultra_clean,banding
quality_pack_negative,ultra_clean,mushy details
quality_pack_negative,cinematic,flat tonal range
quality_pack_negative,cinematic,highlight clipping
quality_pack_negative,cinematic,crushed shadows
quality_pack_negative,illustrative,muddy line quality
quality_pack_negative,illustrative,shape ambiguity
quality_pack_negative,illustrative,texture soup
quality_pack_negative,editorial,plastic skin
quality_pack_negative,editorial,overprocessed skin
quality_pack_negative,editorial,fake hdr look
quality_pack_negative,micro_detail,mushy texture
quality_pack_negative,micro_detail,lost fine detail
quality_pack_negative,micro_detail,plastic uniform surfaces
quality_pack_negative,micro_detail,waxy skin everywhere
quality_pack_negative,micro_detail,smeared micro-detail
adherence_standard_positive,_,faithful to the prompt
adherence_standard_positive,_,accurate to description
adherence_standard_positive,_,all described elements present
adherence_standard_positive,_,literal scene interpretation
adherence_standard_positive,_,coherent with written details
adherence_strict_extra_positive,_,strict prompt adherence
adherence_strict_extra_positive,_,no invented objects beyond the description
adherence_strict_extra_positive,_,preserve every mentioned attribute
adherence_strict_extra_positive,_,exact outfit and props as described
adherence_standard_negative,_,wrong subject
adherence_standard_negative,_,missing key elements
adherence_standard_negative,_,contradicts the description
adherence_standard_negative,_,omitted props
adherence_standard_negative,_,ignored clothing details
adherence_standard_negative,_,wrong outfit
adherence_standard_negative,_,wrong hair color
adherence_standard_negative,_,prompt drift
adherence_strict_extra_negative,_,hallucinated details
adherence_strict_extra_negative,_,extra subjects not in description
adherence_strict_extra_negative,_,merged conflicting concepts
adherence_strict_extra_negative,_,anachronistic props
adherence_strict_extra_negative,_,inconsistent character identity
adherence_strict_extra_negative,_,ignored foreground objects
anti_ai_lite_positive,_,natural skin texture
anti_ai_lite_positive,_,subtle imperfections
anti_ai_lite_positive,_,believable shadows
anti_ai_lite_positive,_,organic micro contrast
anti_ai_lite_positive,_,real camera response
anti_ai_strong_extra_positive,_,authentic photograph
anti_ai_strong_extra_positive,_,candid capture
anti_ai_strong_extra_positive,_,imperfect but real
anti_ai_strong_extra_positive,_,natural white balance
anti_ai_strong_extra_positive,_,shot on real camera
anti_ai_strong_extra_positive,_,photographic depth
anti_ai_lite_negative,_,oversaturated
anti_ai_lite_negative,_,plastic skin
anti_ai_lite_negative,_,smooth skin
anti_ai_lite_negative,_,airbrushed
anti_ai_lite_negative,_,waxy
anti_ai_lite_negative,_,doll-like
anti_ai_lite_negative,_,perfect skin
anti_ai_lite_negative,_,flawless skin
anti_ai_lite_negative,_,synthetic
anti_ai_lite_negative,_,artificial
anti_ai_lite_negative,_,CGI
anti_ai_lite_negative,_,uncanny
anti_ai_lite_negative,_,AI generated look
anti_ai_lite_negative,_,neural render aesthetic
anti_ai_lite_negative,_,digital art look
anti_ai_lite_negative,_,porcelain skin
anti_ai_lite_negative,_,hdr glow
anti_ai_lite_negative,_,halo artifacts
anti_ai_lite_negative,_,oversharpened
anti_ai_lite_negative,_,too perfect symmetry
anti_ai_lite_negative,_,stock photo stiffness
anti_ai_lite_negative,_,candy saturation
anti_ai_lite_negative,_,glossy unreal skin
anti_ai_strong_extra_negative,_,midjourney aesthetic
anti_ai_strong_extra_negative,_,generic AI illustration
anti_ai_strong_extra_negative,_,same face syndrome
anti_ai_strong_extra_negative,_,floating specular highlights
anti_ai_strong_extra_negative,_,waxy teeth
anti_ai_strong_extra_negative,_,dead glassy eyes
anti_ai_strong_extra_negative,_,uniform poreless skin
anti_ai_strong_extra_negative,_,beauty filter face
anti_ai_strong_extra_negative,_,tilt shift miniature fake
anti_ai_strong_extra_negative,_,fake lens blur
anti_ai_strong_extra_negative,_,computational hdr
anti_ai_strong_extra_negative,_,neon edge glow
anti_ai_strong_extra_negative,_,cfg burn edges
anti_ai_strong_extra_negative,_,posterization
anti_ai_strong_extra_negative,_,gradient banding
adherence_standard_positive,_,follow the caption literally
adherence_standard_positive,_,respect every named color and material
adherence_standard_positive,_,preserve stated headcount and roles
adherence_standard_positive,_,keep background elements from the prompt
adherence_standard_positive,_,correct handedness and mirroring
adherence_standard_positive,_,consistent prop placement
adherence_standard_positive,_,no invented accessories
adherence_standard_positive,_,match era and setting cues
adherence_standard_positive,_,honor camera and lens wording
adherence_strict_extra_positive,_,zero filler objects not in the prompt
adherence_strict_extra_positive,_,no substitute wardrobe items
adherence_strict_extra_positive,_,exact palette from the description
adherence_strict_extra_positive,_,preserve negative space as described
adherence_strict_extra_positive,_,lock framing to stated crop
adherence_strict_extra_positive,_,verbatim pose keywords honored
adherence_strict_extra_positive,_,no genre drift from the brief
adherence_standard_negative,_,wrong accessory set
adherence_standard_negative,_,missing stated background object
adherence_standard_negative,_,invented jewelry or props
adherence_standard_negative,_,wrong material finish
adherence_standard_negative,_,ignored symmetry request
adherence_standard_negative,_,swapped character roles
adherence_standard_negative,_,extra figures not mentioned
adherence_standard_negative,_,wrong time of day
adherence_strict_extra_negative,_,contradictory lighting vs prompt
adherence_strict_extra_negative,_,hallucinated architecture
adherence_strict_extra_negative,_,fabric pattern not as described
adherence_strict_extra_negative,_,wrong vehicle or product model
adherence_strict_extra_negative,_,ignored explicit color words
adherence_strict_extra_negative,_,added logos or watermarks
adherence_strict_extra_negative,_,changed art medium from prompt
one_shot_positive,_,prompt-faithful composition
one_shot_positive,_,caption-driven focal hierarchy
one_shot_positive,_,no orphan props
one_shot_negative,_,ignored foreground object
one_shot_negative,_,scene creep beyond the brief
one_shot_negative,_,wrong focal subject
best_model_tags,_,tag-accurate rendering
best_model_tags,_,caption consistency
best_model_tags,_,literal object inventory
quality_pack_positive,micro_detail,readable micro surface structure
quality_pack_positive,micro_detail,edge-accurate small forms
quality_pack_positive,editorial,faithful material response
quality_pack_positive,editorial,prompt-locked palette
quality_pack_positive,ultra_clean,clean edge discipline
quality_pack_negative,editorial,drifted color grade
quality_pack_negative,editorial,lost material identity
quality_pack_negative,micro_detail,smudged fine edges
quality_pack_negative,micro_detail,ambiguous surface read
quality_pack_negative,cinematic,unmotivated grade shift
quality_pack_negative_top,_,ignored composition brief
quality_pack_negative_top,_,wrong aspect storytelling
quality_pack_negative_one_shot,_,subject replaced by clutter
quality_pack_negative_one_shot,_,brief abandoned mid-scene
