pack,mode,tag
nsfw_positive,_,strong no extra partners unless specified
nsfw_positive,_,more no extra partners unless specified
nsfw_positive,_,no extra partners unless specified discipline
nsfw_positive,_,environment matches the caption
nsfw_positive,_,strong environment matches the caption
nsfw_positive,_,more environment matches the caption
nsfw_positive,_,environment matches the caption discipline
nsfw_positive,_,lighting consistent with stated mood
nsfw_positive,_,strong lighting consistent with stated mood
nsfw_positive,_,more lighting consistent with stated mood
nsfw_positive,_,lighting consistent with stated mood discipline
nsfw_positive,_,props from the prompt only
nsfw_positive,_,strong props from the prompt only
nsfw_positive,_,more props from the prompt only
nsfw_positive,_,props from the prompt only discipline
nsfw_negative,_,censorship bars
nsfw_negative,_,strong censorship bars
nsfw_negative,_,more censorship bars
nsfw_negative,_,censorship bars discipline
nsfw_negative,_,mosaic censor
nsfw_negative,_,strong mosaic censor
nsfw_negative,_,more mosaic censor
nsfw_negative,_,mosaic censor discipline
nsfw_negative,_,cropped anatomy
nsfw_negative,_,strong cropped anatomy
nsfw_negative,_,more cropped anatomy
nsfw_negative,_,cropped anatomy discipline
nsfw_negative,_,sfw
nsfw_negative,_,strong sfw
nsfw_negative,_,sfw discipline
nsfw_negative,_,censored
nsfw_negative,_,strong censored
nsfw_negative,_,censored discipline
nsfw_negative,_,bar over
nsfw_negative,_,strong bar over
nsfw_negative,_,more bar over
nsfw_negative,_,bar over discipline
nsfw_negative,_,pixelated
nsfw_negative,_,strong pixelated
nsfw_negative,_,pixelated discipline
nsfw_negative,_,blurred private parts
nsfw_negative,_,strong blurred private parts
nsfw_negative,_,more blurred private parts
nsfw_negative,_,blurred private parts discipline
nsfw_negative,_,bad hands
nsfw_negative,_,strong bad hands
nsfw_negative,_,more bad hands
nsfw_negative,_,bad hands discipline
nsfw_negative,_,mutated hands
nsfw_negative,_,strong mutated hands
nsfw_negative,_,more mutated hands
nsfw_negative,_,mutated hands discipline
nsfw_negative,_,extra fingers
nsfw_negative,_,strong extra fingers
nsfw_negative,_,more extra fingers
nsfw_negative,_,extra fingers discipline
nsfw_negative,_,fused fingers
nsfw_negative,_,strong fused fingers
nsfw_negative,_,more fused fingers
nsfw_negative,_,fused fingers discipline
nsfw_negative,_,duplicate body
nsfw_negative,_,strong duplicate body
nsfw_negative,_,more duplicate body
nsfw_negative,_,duplicate body discipline
nsfw_negative,_,cloned face
nsfw_negative,_,strong cloned face
nsfw_negative,_,fused bodies
nsfw_negative,_,incoherent pose
nsfw_negative,_,muddy low contrast
nsfw_negative,_,blurry face
nsfw_negative,_,worst quality
nsfw_negative,_,low quality
nsfw_negative,_,wrong act vs prompt
nsfw_negative,_,invented kink not in description
nsfw_negative,_,scene elements not in caption
nsfw_pack_positive,soft,adult content
nsfw_pack_positive,soft,anatomical coherence
nsfw_pack_positive,soft,tasteful composition
nsfw_pack_positive,soft,clear body readability
nsfw_pack_positive,soft,subtle eroticism
nsfw_pack_positive,soft,caption-faithful intimacy level
nsfw_pack_positive,explicit_detail,prompt-locked anatomy focus
nsfw_pack_positive,explicit_detail,adult content
nsfw_pack_positive,explicit_detail,high anatomy fidelity
nsfw_pack_positive,explicit_detail,clear limb separation
nsfw_pack_positive,explicit_detail,coherent contact geometry
nsfw_pack_positive,explicit_detail,detailed skin texture
nsfw_pack_positive,explicit_detail,realistic anatomy
nsfw_pack_positive,explicit_detail,visible genital detail
nsfw_pack_positive,explicit_detail,wet skin
nsfw_pack_positive,explicit_detail,glistening fluids
nsfw_pack_positive,romantic,adult romantic mood
nsfw_pack_positive,romantic,coherent paired pose
nsfw_pack_positive,romantic,natural interaction framing
nsfw_pack_positive,romantic,passionate eye contact
nsfw_pack_positive,romantic,tender yet intense
nsfw_pack_positive,extreme,uncensored
nsfw_pack_positive,extreme,extreme detail
nsfw_pack_positive,extreme,explicit anatomy
nsfw_pack_positive,extreme,perfect proportions
nsfw_pack_positive,extreme,no censorship
nsfw_pack_positive,extreme,hyper detailed genitals
nsfw_pack_positive,extreme,visible penetration
nsfw_pack_positive,extreme,detailed pussy
nsfw_pack_positive,extreme,detailed cock
nsfw_pack_positive,extreme,veiny penis
nsfw_pack_positive,extreme,glistening wetness
nsfw_pack_positive,extreme,creamy fluids
nsfw_pack_positive,extreme,stringy saliva
nsfw_pack_positive,extreme,sweat droplets
nsfw_pack_positive,extreme,realistic arousal
nsfw_pack_positive,extreme,labia detail
nsfw_pack_positive,extreme,clitoral hood
nsfw_pack_positive,extreme,scrotum texture
nsfw_pack_positive,extreme,throbbing veins
nsfw_pack_positive,extreme,ejaculation physics
nsfw_pack_positive,extreme,puffy pussy
nsfw_pack_positive,extreme,swollen clit
nsfw_pack_positive,extreme,glans detail
nsfw_pack_positive,extreme,cum on tongue
nsfw_pack_positive,extreme,throat bulge
nsfw_pack_positive,extreme,belly bulge
nsfw_pack_positive,fluids,creamy pussy
nsfw_pack_positive,fluids,wet dripping
nsfw_pack_positive,fluids,cum overflow
nsfw_pack_positive,fluids,saliva trail
nsfw_pack_positive,fluids,sweaty bodies
nsfw_pack_positive,fluids,bodily fluids visible
nsfw_pack_positive,fluids,squirting
nsfw_pack_positive,fluids,creampie
nsfw_pack_positive,fluids,bukkake
nsfw_pack_positive,fluids,cum on face
nsfw_pack_positive,fluids,cum on tits
nsfw_pack_positive,fluids,cum dripping
nsfw_pack_positive,amazon,onahole
nsfw_pack_positive,amazon,fleshlight
nsfw_pack_positive,amazon,automatic stroker
nsfw_pack_positive,amazon,suction cup dildo
nsfw_pack_positive,amazon,rabbit vibrator
nsfw_pack_positive,amazon,wand massager
nsfw_pack_positive,amazon,nipple clamps with chain
nsfw_pack_positive,amazon,ball gag with strap
nsfw_pack_positive,amazon,blindfold mask
nsfw_pack_positive,amazon,bondage rope
nsfw_pack_positive,amazon,spanking paddle
nsfw_pack_positive,amazon,latex catsuit
nsfw_pack_positive,amazon,pvc dress
nsfw_pack_positive,amazon,leather harness
nsfw_pack_positive,amazon,cage harness
nsfw_pack_positive,amazon,open cup bra
nsfw_pack_positive,amazon,crotchless panties
nsfw_pack_positive,amazon,realistic dildo
nsfw_pack_positive,amazon,anal beads
nsfw_pack_positive,amazon,strap on
nsfw_pack_positive,amazon,magic wand
nsfw_pack_positive,amazon,butt plug
nsfw_pack_positive,amazon,vibrator
nsfw_pack_positive,amazon,dildo
nsfw_pack_positive,amazon,nipple clamps
nsfw_pack_negative,soft,broken anatomy
nsfw_pack_negative,soft,merged limbs
nsfw_pack_negative,soft,awkward overlap
nsfw_pack_negative,soft,flat expression
nsfw_pack_negative,explicit_detail,censorship bars
nsfw_pack_negative,explicit_detail,mosaic censor
nsfw_pack_negative,explicit_detail,fused torsos
nsfw_pack_negative,explicit_detail,impossible contact geometry
nsfw_pack_negative,explicit_detail,blurred private parts
nsfw_pack_negative,romantic,stiff paired pose
nsfw_pack_negative,romantic,unnatural body contact
nsfw_pack_negative,romantic,emotionless expression
nsfw_pack_negative,extreme,censorship bars
nsfw_pack_negative,extreme,mosaic censor
nsfw_pack_negative,extreme,deformed genitals
nsfw_pack_negative,extreme,impossible penetration geometry
nsfw_pack_negative,extreme,floating anatomy
nsfw_pack_negative,fluids,dry skin
nsfw_pack_negative,fluids,no wetness
nsfw_pack_negative,fluids,missing fluid effects
nsfw_pack_negative,amazon,broken toy geometry
nsfw_pack_negative,amazon,floating toy
nsfw_pack_negative,amazon,warped accessories
