pack,mode,tag
artist_composition_positive,full,clear value read at thumbnail
artist_composition_positive,full,big medium small shape design
artist_composition_positive,full,rule of odds grouping
artist_composition_positive,full,dominant shape language
artist_composition_positive,full,golden ratio friendly framing
artist_composition_positive,full,leading lines guiding the eye
artist_composition_positive,full,foreground midground background layers
artist_composition_positive,full,dynamic asymmetrical balance
artist_composition_positive,full,rhythm in shapes and value masses
artist_composition_positive,full,cohesive color harmony in the layout
artist_composition_positive,full,golden spiral friendly focal placement
artist_composition_positive,full,repetition with variation in motifs
artist_composition_positive,full,enclosure and framing hierarchy
artist_composition_positive,full,diagonal thrust with visual counterbalance
artist_composition_positive,full,subframing supports primary subject
artist_composition_positive,full,picture plane clarity
artist_composition_positive,full,unity with variety in the layout
artist_composition_positive,full,dominant subdominant subordinate
artist_composition_positive,full,visual weight balance across frame
artist_composition_positive,full,controlled saturation hierarchy
artist_composition_positive,full,warm cool color temperature contrast
artist_composition_positive,full,shape value color unity
artist_composition_positive,full,simplified background value masses
artist_composition_positive,full,clear secondary focal support
artist_composition_positive,full,intentional cropping and cutoff
artist_composition_positive,full,rhythm of light accents
artist_composition_positive,full,rest area for the eye
artist_composition_positive,full,consistent linear perspective
artist_composition_positive,full,clear horizon line
artist_composition_positive,full,stable vanishing point
artist_composition_positive,full,orthogonal architectural perspective
artist_composition_positive,full,scale diminution with distance
artist_composition_positive,full,atmospheric perspective depth
artist_composition_positive,full,eye level relationship to ground plane
artist_composition_positive,full,natural foreshortening
artist_composition_positive,full,one point perspective cues
artist_composition_positive,full,two point perspective cues
artist_composition_positive,full,three point perspective cues
artist_composition_positive,full,overlapping forms show depth order
artist_composition_positive,full,unified shadow direction for light logic
artist_composition_positive,full,curvilinear perspective consistency
artist_composition_positive,full,convincing ground plane contact
artist_composition_positive,full,object overlap obeys spatial depth
artist_composition_positive,full,consistent scale landmarks
artist_composition_positive,full,verticals converge consistently
artist_composition_positive,full,level camera avoids unintended tilt
artist_composition_positive,full,depth cues via size overlap and contrast
artist_composition_positive,full,horizon line matches viewpoint intent
artist_composition_positive,full,academic composition discipline
artist_composition_positive,full,S-curve rhythm in forms
artist_composition_positive,full,dynamic symmetry
artist_composition_positive,full,chiaroscuro friendly value grouping
artist_composition_positive,full,notan readable lights and darks
artist_composition_positive,full,arabesque flow between masses
artist_composition_positive,full,figure ground clarity
artist_composition_positive,full,lost and found edge rhythm
artist_composition_positive,full,pyramidal mass composition
artist_composition_positive,full,repoussoir framing depth
artist_composition_positive,full,classical economy of shapes
artist_composition_positive,full,bilateral symmetry used with intent
artist_composition_positive,full,classical balance of light and dark masses
artist_composition_positive,full,armature of the rectangle
artist_composition_positive,full,classical line of action
artist_composition_positive,full,massing before detail
artist_composition_positive,full,economy of detail at focal point
artist_composition_positive,full,edge hierarchy supports focal point
artist_composition_positive,full,simplify into two or three value groups
artist_composition_positive,full,silhouette design reads clearly
artist_composition_negative,lite,muddy focal point
artist_composition_negative,lite,unclear subject hierarchy
artist_composition_negative,lite,competing focal points
artist_composition_negative,lite,dead corner visual traps
artist_composition_negative,lite,no clear focal point
artist_composition_negative,lite,confusing silhouette read
artist_composition_negative,lite,equal spacing everywhere
artist_composition_negative,lite,aimless eye wandering
artist_composition_negative,standard,muddy focal point
artist_composition_negative,standard,unclear subject hierarchy
artist_composition_negative,standard,tangent edges at frame border
artist_composition_negative,standard,flat muddy composition
artist_composition_negative,standard,cluttered visual noise
artist_composition_negative,standard,accidental center bullseye stiffness
artist_composition_negative,standard,weak framing hierarchy
artist_composition_negative,standard,motif repetition without variation
artist_composition_negative,standard,ambiguous subframes
artist_composition_negative,standard,no dominant subdominant structure
artist_composition_negative,standard,busy background competes with subject
artist_composition_negative,standard,overly centered static framing
artist_composition_negative,standard,twinning mirrored elements by accident
artist_composition_negative,standard,value contrast everywhere no hierarchy
artist_composition_negative,standard,saturation everywhere no hierarchy
artist_composition_negative,standard,cropping cuts important forms awkwardly
artist_composition_negative,perspective,conflicting vanishing points
artist_composition_negative,perspective,warped perspective grid
artist_composition_negative,perspective,impossible geometry
artist_composition_negative,perspective,broken horizon continuity
artist_composition_negative,perspective,scale inconsistency in depth
artist_composition_negative,perspective,shadow direction contradicts light source
artist_composition_negative,perspective,overlapping depth order contradictions
artist_composition_negative,perspective,floating objects with no ground contact
artist_composition_negative,perspective,verticals tilt inconsistently
artist_composition_negative,perspective,depth cues contradict each other
artist_composition_negative,perspective,camera height inconsistent with horizon
artist_composition_negative,classical,chaotic value pattern
artist_composition_negative,classical,stiff frozen symmetry
artist_composition_negative,classical,merged ambiguous masses
artist_composition_negative,classical,all edges equally sharp clutter
artist_composition_negative,classical,decorative symmetry without purpose
artist_composition_negative,classical,flat graphic shapes without mass
artist_composition_negative,classical,too much detail everywhere
artist_composition_negative,classical,edge noise everywhere
artist_composition_negative,classical,massing breaks into small fragments
artist_composition_negative,classical,values too close no notan read
artist_composition_negative,full,muddy focal point
artist_composition_negative,full,unclear subject hierarchy
artist_composition_negative,full,competing focal points
artist_composition_negative,full,dead corner visual traps
artist_composition_negative,full,no clear focal point
artist_composition_negative,full,confusing silhouette read
artist_composition_negative,full,equal spacing everywhere
artist_composition_negative,full,aimless eye wandering
artist_composition_negative,full,tangent edges at frame border
artist_composition_negative,full,flat muddy composition
artist_composition_negative,full,cluttered visual noise
artist_composition_negative,full,accidental center bullseye stiffness
artist_composition_negative,full,weak framing hierarchy
artist_composition_negative,full,motif repetition without variation
artist_composition_negative,full,ambiguous subframes
artist_composition_negative,full,no dominant subdominant structure
artist_composition_negative,full,busy background competes with subject
artist_composition_negative,full,overly centered static framing
artist_composition_negative,full,twinning mirrored elements by accident
artist_composition_negative,full,value contrast everywhere no hierarchy
artist_composition_negative,full,saturation everywhere no hierarchy
artist_composition_negative,full,cropping cuts important forms awkwardly
artist_composition_negative,full,conflicting vanishing points
artist_composition_negative,full,warped perspective grid
artist_composition_negative,full,impossible geometry
artist_composition_negative,full,broken horizon continuity
artist_composition_negative,full,scale inconsistency in depth
artist_composition_negative,full,shadow direction contradicts light source
artist_composition_negative,full,overlapping depth order contradictions
artist_composition_negative,full,floating objects with no ground contact
artist_composition_negative,full,verticals tilt inconsistently
artist_composition_negative,full,depth cues contradict each other
artist_composition_negative,full,camera height inconsistent with horizon
artist_composition_negative,full,chaotic value pattern
artist_composition_negative,full,stiff frozen symmetry
artist_composition_negative,full,merged ambiguous masses
artist_composition_negative,full,all edges equally sharp clutter
artist_composition_negative,full,decorative symmetry without purpose
artist_composition_negative,full,flat graphic shapes without mass
artist_composition_negative,full,too much detail everywhere
artist_composition_negative,full,edge noise everywhere
artist_composition_negative,full,massing breaks into small fragments
artist_composition_negative,full,values too close no notan read
